1,Somalia,155.5,9.6,10,9.7,8.3,8,9.6,10,9.6,9.9,10,10,9.6,4.5,10,7,9.8,3,6.9
2,Chad,152.2,9.4,9.5,9.8,8.3,9.3,8.5,9.9,9.6,9.6,9.9,9.8,9.7,4.7,9.8,3.9,9.4,6.1,5
3,Sudan,143.4,8.8,9.8,9.9,8.7,9.5,6.7,9.9,9.3,9.9,9.8,9.9,9.6,3.5,8.3,5.7,5.3,4.3,4.5
4,Zimbabwe,141,9.4,8.6,8.8,9.7,9.4,9.6,9.6,9.4,9.5,9.2,9.5,7.5,3.6,9.4,4.2,5.6,5.8,2.2
5,Congo (D. R.),147.6,9.9,9.6,8.6,8,9.5,8.7,8.8,9,9.4,9.8,8.9,9.7,4.4,9.9,1.1,8.5,8.9,4.9
6,Afghanistan,145.3,9.5,9.2,9.7,7.2,8.2,8.3,10,8.9,9.2,9.7,9.4,10,3.9,9.6,5.8,7.5,4.2,5
7,Iraq,135,8.5,8.7,9.3,9.3,8.8,7.6,9,8.4,9.1,9.5,9.6,9.5,3.5,9.7,1.9,3,8.1,1.5
8,Central African Republic,143.2,9.1,9.3,8.9,6.1,9.2,8.4,9,9.2,8.8,9.7,9.1,9.6,3.5,9.8,0.8,10.2,9.2,3.3
9,Guinea,138.6,8.3,7.5,8.2,8.6,8.7,8.9,9.8,9,9.5,9.4,9.3,7.8,3.9,9.9,5.8,7.1,4.2,2.7
10,Pakistan,133,8.1,8.9,9.4,7.9,8.4,6.2,8.9,7.3,8.9,9.7,9.5,9.3,3,9.2,4.6,7.4,5.4,0.9
11,Haiti,136.2,9.3,5.6,7.3,8.6,8.3,9.2,9.3,9.5,8.3,8.2,8.4,9.6,2.7,9.2,6.8,8.6,3.2,4.1
12,Cote d'Ivoire,134.3,8.4,8,8.9,8.2,7.9,8,9,8.3,8.3,8.2,8.5,9.5,3.8,9.7,6.5,7.7,3.5,1.9
13,Kenya,131.2,9.1,8.7,8.9,7.9,8.7,7.4,9.3,8.1,8,7.5,8.7,8.4,3.7,8.6,4.8,4.2,5.2,4
14,Nigeria,133.8,8.4,5.8,9.5,8.1,9.3,6.9,9.4,9.1,8.8,9.3,9.4,6.2,4.1,7.6,7.7,8.2,2.3,3.7
15,Yemen,131,8.6,8.3,8.2,7.2,8.6,7.9,8.7,8.6,8,8.9,9.2,7.8,3.5,8.8,4.5,4.2,5.5,4.5
16,Myanmar,128.2,8.5,8.3,8.7,6.3,9.3,8.2,9.6,8.5,9.1,8.2,8.2,6.5,2,10,1.9,4.6,8.1,2.2
17,Ethiopia,132.5,9.2,7.8,8.6,7.5,8.5,8,7.7,8.1,8.7,7.8,9,7.9,3.5,9.9,3.6,5.1,6.4,5.2
18,Timor-Leste,130.7,8.6,9.1,7.5,6.1,7,8.4,9.1,8.7,7,8.8,8.7,9.2,4,10,2.5,5.3,7.5,3.2
19,Niger,133.9,9.6,6.5,8,6.5,7.8,9.2,8.9,9.7,8.5,7.3,7.6,8.2,5,9.9,3.5,6.6,6.5,4.6
21,Uganda,128.4,8.7,8.9,8.5,6.9,8.4,7.2,7.9,8.2,7.6,8.7,8.6,7.9,4.5,8.7,7.1,5,2.9,2.7
22,Guinea Bissau,131.1,8.5,6.8,5.8,7.1,8.4,8.3,9.1,8.8,8.1,8.9,8.9,8.5,3.8,9.8,5.8,7.3,4.2,3
23,Burundi,130,9.4,8.4,7.8,6.5,8.4,8.2,7.6,9,7.7,7.1,7.9,8.7,4.5,9.9,7.1,6.4,2.9,2.5
24,Bangladesh,123.3,8.4,6.7,8.9,8.4,8.8,7.9,8,8.3,7.4,8.1,8.9,6.3,2.1,9.6,7.1,3.9,2.9,1.6
25,Sri Lanka,118.1,7.3,9.4,9.6,6.7,8.7,5.9,8.6,6.4,8.8,8.5,9.4,6.4,1.8,8.8,4.2,0.9,5.8,0.9
26,Cameroon,128.3,8.2,7.6,7.5,8.1,8.7,7,9,8,7.8,7.8,8.7,7,3.9,9.6,2.1,6.6,7.9,2.8
26,Nepal,121.8,8.1,7,9.2,6.2,9,8.3,8.1,7.6,8.7,7.7,8.5,7,2.3,9.2,2.9,3.6,7.1,1.3
28,Malawi,125.2,9.2,6.5,6.2,8.4,8.3,9.2,8.1,8.6,7.3,5.4,7.8,8.6,4.1,9.8,6,5.8,4,1.9
28,Sierra Leone,132.4,9.1,7.1,6.7,8.3,8.8,8.6,7.7,9.1,6.8,5.9,7.8,7.7,3.9,9.9,5.4,10.7,4.6,4.3
30,Eritrea,125.2,8.7,7.2,6.1,7.1,6.2,8.6,8.8,8.6,8.4,7.6,7.9,8.1,3.7,9.9,7.5,3.9,2.5,4.4
31,Congo (Republic),122.6,8.7,7.7,6.3,6.4,8.1,7.8,9.1,8.6,7.7,7.6,7.1,7.4,3.8,9.5,3.1,4.2,6.9,2.6
32,Iran,114.4,6.4,8.3,8.1,7.1,7.3,5.5,9,5.9,9.4,8.9,9.5,6.8,1.8,8.4,2.9,1.6,7.1,0.4
33,Liberia,124.6,8.4,8.2,6.3,6.7,8.3,8,7.1,8.5,6.5,6.7,8.1,8.9,3.7,9.8,2.8,6.5,7.2,2.9
34,Lebanon,109,6.8,8.9,9,7,7.2,6.1,7.3,6,6.8,8.9,8.8,8.1,1.4,5.6,6.3,0.9,3.7,0.2
35,Burkina Faso,123.9,9.3,6.2,5.9,6.6,8.8,8,7.7,8.8,6.6,7.3,7.6,7.9,4.2,9.8,4.4,7,5.6,2.2
36,Uzbekistan,116.5,7.7,5.1,7.4,6.6,8.5,7,8.5,6.4,9.3,8.8,9,6.2,2.3,8.4,6.3,4,3.7,1.3
37,Georgia,110.9,6.2,7.8,8.4,5.8,7.2,6.5,9,6.4,7.3,8,9.1,8.7,1.4,7.3,3.6,1.5,6.4,0.3
38,Tajikistan,118.5,8,6.2,6.9,6.3,7.1,7.5,8.9,7.3,8.7,7.3,8.4,6.6,3,8.8,3.5,4.5,6.5,3
39,Mauritania,123.8,8.5,6.4,8,5.2,6.8,7.7,7.5,8.3,7.3,7.9,7.9,7.6,3.5,9.6,3.9,7,6.1,4.6
40,Cambodia,118.4,8,5.3,6.9,7.9,7.1,7.7,8.7,8.3,7.7,6.4,7.7,7,2.5,9.9,3.2,3.7,6.8,3.6
40,Laos,119.9,7.9,5.9,6.8,6.7,5.8,7.3,8.3,8.1,8.7,7.4,8.5,7.3,2.8,9.3,1,5.9,9,3.2
40,Rwanda,118.5,9.1,7,8.5,7,7.2,7,7.5,7.4,7.5,5,8,7.5,3.5,9.2,7.3,4.4,2.7,2.7
43,Solomon Islands,116.1,8.3,4.8,7,5.4,7.9,8,8.1,8.2,6.8,7,8,9.1,3.3,9.5,0.4,2.7,9.6,2
44,Equatorial Guinea,124.6,8.4,2.3,6.8,7.4,8.8,4.7,9.6,8.4,9.4,8.4,8.4,5.9,3.6,9.4,1,7.9,9,5.2
45,Kyrgyzstan,113.6,7.8,5.2,7.4,7.3,7.9,7.9,8.4,6.3,7.6,7.6,7.4,7.6,2.7,8.4,5.5,2.7,4.5,1.4
46,Colombia,108.7,6.7,9,7.2,8.3,8.3,4.6,7.7,5.8,6.9,7.7,8,8,1.7,6.3,3.8,1.6,6.2,0.9
47,Togo,121.5,8,6.2,5.6,7,7.6,8,7.5,8.4,7.7,7.6,7.6,6.9,3.8,9.7,6.7,5.9,3.3,4
49,Egypt,110.7,7.4,6.7,8.2,6,7.4,6.8,8.4,6.1,8.2,6.5,8.1,7.8,2.7,7.8,0.4,2.4,9.6,0.2
50,Bhutan,111.7,7,7.3,7.7,7.1,8.5,7.5,6.9,7.3,7.9,5.8,7.7,6.6,2,8.6,1.4,3.4,8.6,0.4
51,Philippines,110.6,7.7,6.7,7.6,7,7.4,5.8,8.6,6.3,7.5,7.9,8,6.6,2.5,7.5,4.1,2.5,5.9,1
52,Comoros,115.4,7.5,3.9,5.6,6.4,6.1,7.6,8.2,8.5,6.8,7.5,8,9,3.5,9.5,7.1,6.3,2.9,1
53,Bolivia,110.2,7.6,4.7,7.7,6.7,8.7,6.8,7.1,7.5,6.6,6.5,8.3,6.7,2.5,7.8,3.4,3.7,6.6,1.3
