1,Somalia,154.7,9.7,10,9.5,8.2,8.4,9.3,9.8,9.4,9.7,10,9.8,9.7,4.5,10,7,9.8,3,6.9
2,Chad,149.2,9.2,9.5,9.4,8,8.9,8.5,9.8,9.6,9.3,9.2,9.8,9.1,4.7,9.8,3.9,9.4,6.1,5
4,Congo (D. R.),145.9,9.7,9.6,8.3,7.7,9.2,8.7,9,8.9,9.2,9.6,8.8,9.5,4.4,9.9,1.1,8.5,8.9,4.9
7,Afghanistan,143.5,9.1,9.3,9.3,7.2,8.4,8,9.7,8.5,8.8,9.8,9.4,10,3.9,9.6,5.8,7.5,4.2,5
5,Haiti,142.6,10,9.2,7.3,8.9,8.8,9.2,9.4,10,8,8.4,8.8,10,2.7,9.2,6.8,8.6,3.2,4.1
8,Central African Republic,141.8,8.9,9.6,8.6,5.8,8.9,8.1,9.1,9,8.6,9.7,9.1,9.6,3.5,9.8,0.8,10.2,9.2,3.3
3,Sudan,140.4,8.5,9.6,9.9,8.2,9.1,6.4,9.4,9,9.7,9.6,9.9,9.5,3.5,8.3,5.7,5.3,4.3,4.5
6,Zimbabwe,138.7,9.3,8.2,9,9.3,9.2,9,9.3,9,9.2,9,9.6,7.8,3.6,9.4,4.2,5.6,5.8,2.2
11,Guinea,136.1,8.2,7.7,7.9,8.3,8.4,8.6,9.4,8.7,9.2,9.3,9.2,7.6,3.9,9.9,5.8,7.1,4.2,2.7
10,Cote d'Ivoire,135.9,8.1,8.5,8.7,7.9,8,7.7,9.5,8.4,8.6,8.6,9.1,9.7,3.8,9.7,6.5,7.7,3.5,1.9
15,Niger,135.2,9.8,6.6,7.8,6.2,7.9,8.9,8.9,9.5,8.2,8,8.6,8.7,5,9.9,3.5,6.6,6.5,4.6
14,Nigeria,133.6,8.3,6,9.6,7.7,9,7.3,9,9,8.6,9.1,9.5,6.9,4.1,7.6,7.7,8.2,2.3,3.7
12,Pakistan,132.8,8.8,9.2,9.3,7.5,8.5,6.6,8.6,7.3,8.7,9.4,9.1,9.3,3,9.2,4.6,7.4,5.4,0.9
9,Iraq,132.6,8.3,9,9,8.9,9,7,8.7,8,8.6,9.5,9.6,9.3,3.5,9.7,1.9,3,8.1,1.5
19,Guinea Bissau,132.1,8.7,7.2,5.4,7.4,8.1,8.7,9.2,8.4,7.8,9.3,9.2,8.8,3.8,9.8,5.8,7.3,4.2,3
17,Burundi,132,9.1,8.7,8.2,6.2,8.1,8.5,8.2,8.8,8,7.7,8.2,9,4.5,9.9,7.1,6.4,2.9,2.5
19,Ethiopia,131.9,9.1,8.2,8.4,7.2,8.2,7.7,7.5,8.4,8.5,7.9,9,8.1,3.5,9.9,3.6,5.1,6.4,5.2
13,Yemen,131.4,8.7,8.4,8.6,6.9,8.3,7.7,8.6,8.7,7.7,9.3,9.3,8.2,3.5,8.8,4.5,4.2,5.5,4.5
30,Sierra Leone,130.9,8.9,7.5,6.5,8,8.5,8,7.7,8.8,6.7,6,7.9,7.6,3.9,9.9,5.4,10.7,4.6,4.3
16,Kenya,129.2,8.8,8.5,8.7,7.6,8.5,7,8.9,7.8,7.7,7.9,8.8,8.5,3.7,8.6,4.8,4.2,5.2,4
24,Cameroon,127.5,8,7.3,7.8,7.8,8.4,7,8.8,8.3,8.1,7.8,8.5,6.8,3.9,9.6,2.1,6.6,7.9,2.8
23,Timor-Leste,127.3,8.5,8,7.1,5.8,7.3,7.9,8.8,8.7,6.8,8.3,8.3,9.3,4,10,2.5,5.3,7.5,3.2
18,Myanmar,127.1,8.2,8,8.7,6,9,7.9,9.7,8.3,9,8.5,8.3,6.7,2,10,1.9,4.6,8.1,2.2
26,Liberia,126.8,8.3,8.6,6.8,7,8,8.4,7,8.8,6.3,7.3,8.1,9.3,3.7,9.8,2.8,6.5,7.2,2.9
52,Angola,125.5,8.6,6.6,6.2,5.9,8.8,4.5,8.5,8.2,7.5,6.2,7,6.7,4.8,9.7,4.7,11,5.3,5.3
28,Eritrea,125.4,8.3,6.8,6.1,7.4,6.5,8.3,8.5,8.4,8.9,7.7,8.1,8.5,3.7,9.9,7.5,3.9,2.5,4.4
40,Equatorial Guinea,124.1,8.5,2.7,6.6,7.2,9.1,4.5,9.6,8.1,9.4,8.1,8.2,6,3.6,9.4,1,7.9,9,5.2
33,Malawi,122.7,9.1,6.5,6,8.1,8,8.8,7.9,8.2,7,5.2,7.6,8.7,4.1,9.8,6,5.8,4,1.9
40,Mauritania,122.7,8.2,6.8,7.8,5.5,6.5,7.3,7.3,7.9,7,7.9,7.9,7.9,3.5,9.6,3.9,7,6.1,4.6
36,Togo,122.7,8.1,6.5,5.4,7,7.9,8,8,8.5,7.7,7.3,7.8,7.1,3.8,9.7,6.7,5.9,3.3,4
37,Burkina Faso,121.7,8.9,6.2,5.5,6.3,8.5,8,7.7,8.7,6.4,7,7.3,8,4.2,9.8,4.4,7,5.6,2.2
25,Bangladesh,121.5,8.3,6.5,9.2,8.1,8.4,7.7,8,8,7.1,7.9,8.9,6.2,2.1,9.6,7.1,3.9,2.9,1.6
32,Congo (Republic),121.4,8.5,7.7,6,6.7,8.2,7.3,8.9,8.3,7.5,7.3,6.7,8.2,3.8,9.5,3.1,4.2,6.9,2.6
34,Rwanda,120.7,8.9,7.3,8.2,6.8,7.4,7,7.1,7.8,8.2,5.8,8.4,8,3.5,9.2,7.3,4.4,2.7,2.7
26,Nepal,120.1,7.8,7.4,9,5.9,8.7,7.9,7.9,7.7,8.5,7.8,8,7.1,2.3,9.2,2.9,3.6,7.1,1.3
